"Département","Bassin de formation","Rne","Secteur","Nom","Voie","Lieu-dit","Boite postale","Code postal","Commune","Téléphone","Fax","Adresse électronique","Site internet","Responsable"
"Isère","NORD ISERE","0380010E","Public","LYCEE PROFESSIONNEL GAMBETTA","3 rue FERDINAND BUISSON ",,"BP60412",38303,"BOURGOIN-JALLIEU",474283231,474283251,"ce.0380010E@ac-grenoble.fr","http://www.ac-grenoble.fr/lycee/gambetta.bourgoin","LE PROVISEUR : MME CROUZAT NADINE
LE PROVISEUR ADJOINT : M. NEURY ALAIN
LE GESTIONNAIRE : MME REBOULET ISABELLE
L AGENT COMPTABLE : MME FIORA FLORENCE"
"Isère","NORD ISERE","0382175H","Public","SEGPA CLG SALVADOR ALLENDE","4 boulevard PRE POMMIER ",,"BP90168",38304,"BOURGOIN-JALLIEU",474934355,474439743,"ce.0382175H@ac-grenoble.fr","http://www.ac-grenoble.fr/college/champfleuri-allende.bourgoin/","LE PRINCIPAL : MME CHALLOT FATIMA
LE PRINCIPAL ADJOINT : MME BRAULT CHRISTINE
LE GESTIONNAIRE : MME FAVERO LAURENCE
L AGENT COMPTABLE : MME FIORA FLORENCE"
"Isère","NORD ISERE","0383586S","Privé hors-contrat","ECOLE SECONDAIRE PRIVEE AURORE BOREALE","4 place PAUL CLAUDEL ",,,38510,"BRANGUES",687677099,,"ce.0383586S@ac-grenoble.fr",,"LE DIRECTEUR : MME DEBARNOT AURELIE"
"Isère","ISERE RHODANIENNE","0382369U","Privé sous-contrat","LYCEE AGRICOLE PRIVE DE VALLONS - CHABONS","13 rue de l'église ",,,38690,"CHABONS",476650126,476650739,"chabons@cneap.scolanet.org",,"LE DIRECTEUR : M. HUA FABRICE
LE DIRECTEUR ADJOINT : M. MERLE BERTRAND
LE GESTIONNAIRE : M. GUTTIN G. "
"﻿Isère","ISERE RHODANIENNE","0383542U","Public","COLLEGE DE CHAMPIER","165 route du 16 Mai 1944 ","CHAMPIER                ",,38260,"CHAMPIER",437040441,,"ce.0383542U@ac-grenoble.fr",,"LE PRINCIPAL : M. GAUME ALAIN
LE PRINCIPAL ADJOINT : MME TORGUE CELINE
LE GESTIONNAIRE : M. BALESTRIERO GARRY
L AGENT COMPTABLE : M. NIANG FALLA"
"Isère","ISERE RHODANIENNE","0383485G","Privé hors-contrat","ECOLE 2D DEGRE PROF. PRIVEE ONESCHOOL GLOBAL CHANAS CAMPUS","248 chemin de la Garenne ",,,38150,"CHANAS",428704566,474574951,"ce.0383485G@ac-grenoble.fr","https://oneschoolglobal.com/countries/europe/france","LE DIRECTEUR : M. DECHAVET CHRISTOPHE"
"Isère","ISERE RHODANIENNE","0383486H","Privé hors-contrat","ECOLE SECONDAIRE PRIVEE ONESCHOOL GLOBAL CHANAS CAMPUS","248 chemin de la Garenne ",,,38150,"CHANAS",428704566,474574951,"ce.0383486H@ac-grenoble.fr","https://oneschoolglobal.com/countries/europe/france","LE DIRECTEUR : M. DECHAVET CHRISTOPHE"
"Isère","NORD ISERE","0380011F","Public","COLLEGE MARTIN LUTHER KING","77 avenue du Collège ",,,38230,"CHARVIEU-CHAVAGNEUX",478322503,,"ce.0380011F@ac-grenoble.fr","https://college-mlking-charvieu.web.ac-grenoble.fr","LE PRINCIPAL : MME GISQUET ISABELLE
LE PRINCIPAL ADJOINT : MME GUILHEM LAURENCE
LE GESTIONNAIRE : MME DONOT ANNE-FRANCE
L AGENT COMPTABLE : M. ROUGE MICKAEL"
"Isère","CENTRE ISERE","0383345E","Public","COLLEGE OLYMPE DE GOUGES","310 avenue du Collège ",,,38160,"CHATTE",476360400,,"ce.0383345E@ac-grenoble.fr",,"LE PRINCIPAL : M. BENJAMIN LAURENT
LE GESTIONNAIRE : MME EYMARD SOLENN
L AGENT COMPTABLE : MME CALIXTE EVE"
"Isère","CENTRE ISERE","0383454Y","Public","COLLEGE DES COLLINES","30 route DE BONPERTUIS ",,,38850,"CHIRENS",476672530,476070617,"ce.0383454Y@ac-grenoble.fr","http://www.ac-grenoble.fr/college/0383454y.chirens/","LE PRINCIPAL : M. JULLIEN BRUNO
LE PRINCIPAL ADJOINT : M. ROLAND MICHEL
LE GESTIONNAIRE : M. TIRARD TRISTAN
L AGENT COMPTABLE : M. EYDOUX JULIEN"
"Isère","BASSIN GRENOBLOIS","0382865H","Public","COLLEGE GEORGES POMPIDOU","1 avenue DE LA RIDELET ",,,38640,"CLAIX",476985958,476987280,"ce.0382865H@ac-grenoble.fr","http://www.ac-grenoble.fr/college/claix.pompidou/","LE PRINCIPAL : MME MARCELLIN GROS KARIMA
LE GESTIONNAIRE : MME FRITEH SABAH
L AGENT COMPTABLE : MME TRYSTRAM ISABELLE"
"﻿Isère","BASSIN GRENOBLOIS","0382107J","Public","ETAB.REGIONAL ENSEIGNT ADAPTE PIERRE RABHI","5 chemin DE LA BATIE ",,,38640,"CLAIX",476990505,476981278,"ce.0382107J@ac-grenoble.fr","http://erea-claix.elycee.rhonealpes.fr","LE PROVISEUR : M. RASPAIL PHILIPPE
LE PROVISEUR ADJOINT : M. EGLY CYRIL-LOUIS
LE DIRECTEUR : M. RASPAIL PHILIPPE
LE DIRECTEUR ADJOINT : M. EGLY CYRIL-LOUIS
LE GESTIONNAIRE : MME GADD MARIE-CHRISTINE
L AGENT COMPTABLE : M. MONNIER OLIVIER"
"Isère","BASSIN GRENOBLOIS","0382041M","Public","COLLEGE JULES FLANDRIN","66 avenue GRESIVAUDAN ",,,38700,"CORENC",476906490,476410957,"ce.0382041M@ac-grenoble.fr",,"LE PRINCIPAL : MME LE MERCIER INGRID
LE PRINCIPAL ADJOINT : MME ERNST JOANNA
LE GESTIONNAIRE : MME AUGIER EMMANUELLE
L AGENT COMPTABLE : MME LAMOUREUX CATHERINE"
"Isère","BASSIN GRENOBLOIS","0382579X","Privé sous-contrat","COLLEGE PRIVE RONDEAU MONTFLEURY EUROPE","1 chemin DE LA CROIX MONTFLEURY ",,,38700,"CORENC",476903197,,"ce.0382579X@ac-grenoble.fr","http://www.rondeau.montfeury.fr/","LE DIRECTEUR : M. BRAILLON ROMAIN
LE DIRECTEUR ADJOINT : MME BARRY PISTONO ADELINE"
"Isère","BASSIN GRENOBLOIS","0383208F","Privé sous-contrat","LYCEE POLYVALENT PRIVE PHILIPPINE DUCHESNE","118 avenue De L'Eygala ",,,38700,"CORENC",476901216,476189499,"ce.0383208F@ac-grenoble.fr","http://www.philippine-duchesne.fr","LE DIRECTEUR : MME PIVERT CECILE
LE DIRECTEUR ADJOINT : MME DESJONQUERE ARMELLE
L  ADJOINT AU CHEF D ETABLISSEMENT : MME VALLIN ANNE DOMINIQUE"
"Isère","CENTRE ISERE","0382495F","Public","COLLEGE PLAN MENU","635 chemin DE LA GRANDE SURE ",,"BP88",38500,"COUBLEVIE",476057022,476053536,"ce.0382495F@ac-grenoble.fr","http://www.ac-grenoble.fr/college/plan-menu.coublevie/","LE PRINCIPAL : MME EZANNO MORGANE
LE PRINCIPAL ADJOINT : MME GARCIN-VEYRET LAURE
LE GESTIONNAIRE : MME CASTELLON SERENA
L AGENT COMPTABLE : M. EYDOUX JULIEN"
"Isère","CENTRE ISERE","0383525A","Privé hors-contrat","ECOLE 2D DEGRE GENERAL PRIVEE L'ATELIER DES  POSSIBLES","785 route DE ST JEAN ",,,38500,"COUBLEVIE",457206733,,"ce.0383525A@ac-grenoble.fr","http://www.atelierdespossibles.org","LE DIRECTEUR : M. SORREL PATRICK"
"Isère","CENTRE ISERE","0381809K","Privé sous-contrat","LYCEE PROF PRIVE DES METIERS LES GORGES","92 allée du Séquoïa ",,,38500,"COUBLEVIE",476050383,476659847,"ce.0381809K@ac-grenoble.fr","http://www..lycee-lesgorges.fr","LE DIRECTEUR : MME GUTTIN STEPHANIE
LE DIRECTEUR ADJOINT : M. VILLARET SEBASTIEN"
"﻿Isère","CENTRE ISERE","0382178L","Public","SEGPA CLG PLAN MENU","635 chemin DE LA GRANDE SURE ",,"BP88",38500,"COUBLEVIE",476057022,476053536,"ce.0382178L@ac-grenoble.fr","http://www.ac-grenoble.fr/college/plan-menu.coublevie/","LE PRINCIPAL : MME EZANNO MORGANE
LE PRINCIPAL ADJOINT : MME JOSEPH BRIGITTE
LE GESTIONNAIRE : MME CASTELLON SERENA
L AGENT COMPTABLE : M. EYDOUX JULIEN"
"Isère","NORD ISERE","0382103E","Public","COLLEGE LAMARTINE","5 rue MARTYRS DE LA RESISTANCE ",,,38460,"CREMIEU",474909732,,"ce.0382103E@ac-grenoble.fr","http://https//lamartine-isere.ent.auvergnerhonealpes.fr","LE PRINCIPAL : M. ESCLAFIT PHILIPPE
LE PRINCIPAL ADJOINT : MME CELLARD-DEBADTS SEVERINE
LE GESTIONNAIRE : MME PUTOUD ALICE
L AGENT COMPTABLE : M. ROUGE MICKAEL"
"Isère","BASSIN GRENOBLOIS","0382781S","Public","COLLEGE SIMONE DE BEAUVOIR","183 rue HECTOR BERLIOZ ",,,38920,"CROLLES",476081010,476089473,"ce.0382781S@ac-grenoble.fr","http://www.ac-grenoble.fr/college/beauvoir.crolles","LE PRINCIPAL : M. BERGERE XAVIER
LE PRINCIPAL ADJOINT : M. BONNARD REMY
LE GESTIONNAIRE : MME GOMEZ Y CARA EMILIE
L AGENT COMPTABLE : MME LAMOUREUX CATHERINE"
"Isère","BASSIN GRENOBLOIS","0382268J","Public","COLLEGE LA MOULINIERE","68 rue des Alpes ",,"BP70",38420,"DOMENE",476771108,476771309,"ce.0382268J@ac-grenoble.fr","https://college-mouliniere-domene.web.ac-grenoble.fr","LE PRINCIPAL : MME TORIBIO NATHALIE
LE PRINCIPAL ADJOINT : MME PRALON SANDRINE
LE GESTIONNAIRE : M. MENEU FRANCIS
L AGENT COMPTABLE : M. LEVY JEAN-CLAUDE"
"Isère","BASSIN GRENOBLOIS","0382269K","Public","SEGPA CLG LA MOULINIERE","68 rue DES ALPES ",,"BP70",38420,"DOMENE",476771108,476771309,"ce.0382269K@ac-grenoble.fr","http://www.ac-grenoble.fr/college/domene","LE PRINCIPAL : MME TORIBIO NATHALIE
LE PRINCIPAL ADJOINT : MME MASUCCO ISABELLE
LE GESTIONNAIRE : M. MENEU FRANCIS
L AGENT COMPTABLE : M. LEVY JEAN-CLAUDE"
"Isère","BASSIN GRENOBLOIS","0381903M","Public","COLLEGE JEAN VILAR","3 allée JEAN VILAR ",,,38130,"ECHIROLLES",476231072,476239270,"ce.0381903M@ac-grenoble.fr","https://vilar-isere.ent.auvergnerhonealpes.fr","LE PRINCIPAL : M. MABILON JORIS
LE PRINCIPAL ADJOINT : MME GONIN LAURE
LE GESTIONNAIRE : MME CISSE AISSATA
L AGENT COMPTABLE : M. SUZAN OLIVIER"
"Isère","BASSIN GRENOBLOIS","0380021S","Public","COLLEGE LOUIS LUMIERE","3 rue CARMAGNOLE LIBERTE ",,"BP169",38432,"ECHIROLLES",476090343,476228457,"ce.0380021S@ac-grenoble.fr","http://www.ac-grenoble.fr/college/lumiere.echirolles","LE PRINCIPAL : M. ROMON OLIVIER
LE PRINCIPAL ADJOINT : M. BIGACHE MICHAEL
LE GESTIONNAIRE : MME AGERON SONIA
L AGENT COMPTABLE : MME TRYSTRAM ISABELLE"
"﻿Isère","BASSIN GRENOBLOIS","0382044R","Public","COLLEGE PABLO PICASSO","4 rue PABLO PICASSO ",,,38130,"ECHIROLLES",476333658,476406244,"ce.0382044R@ac-grenoble.fr","https://college-pablo-picasso-echirolles.web.ac-grenoble.fr/","LE PRINCIPAL : M. RENAULT YANN
LE PRINCIPAL ADJOINT : MME MARTIN-LABEILLE SABINE
LE GESTIONNAIRE : MME POIDEVIN FLORENCE
L AGENT COMPTABLE : MME TRYSTRAM ISABELLE"
"Isère","BASSIN GRENOBLOIS","0382920T","Public","LYCEE GENERAL ET TECHNOLOGIQUE MARIE CURIE","5 avenue du 8 Mai 1945 ",,"BP348",38435,"ECHIROLLES",476337000,476403343,"ce.0382920T@ac-grenoble.fr","https://lyc-marie-curie-echirolles.ent.auvergnerhonealpes.fr","LE PROVISEUR : M. CRISTANTE FABRIZIO
LE PROVISEUR ADJOINT : MME LE CLEACH CAMIER JULIE
LE GESTIONNAIRE : MME TRYSTRAM ISABELLE
L AGENT COMPTABLE : MME TRYSTRAM ISABELLE"
"Isère","BASSIN GRENOBLOIS","0382031B","Public","LYCEE PROFESSIONNEL THOMAS EDISON","8 rue CARMAGNOLE LIBERTE ",,,38130,"ECHIROLLES",476093135,476099238,"ce.0382031B@ac-grenoble.fr","http://thomas-edison.elycee.rhonealpes.fr/","LE PROVISEUR : M. SUBILEAU RONAN
LE GESTIONNAIRE : M. LOUVRIER DANIEL
L AGENT COMPTABLE : MME TRYSTRAM ISABELLE"
"Isère","BASSIN GRENOBLOIS","0381904N","Public","SEGPA CLG JEAN VILAR","3 allée JEAN VILAR ",,,38130,"ECHIROLLES",476231072,476239270,"ce.0381904N@ac-grenoble.fr",,"LE PRINCIPAL : M. MABILON JORIS
LE PRINCIPAL ADJOINT : M. SIRIEYS JEAN-MARIE
LE GESTIONNAIRE : MME CISSE AISSATA
L AGENT COMPTABLE : M. SUZAN OLIVIER"
"Isère","CENTRE ISERE","0381692H","Privé sous-contrat","COLLEGE PRIVE SAINT BRUNO","98 avenue DU MONTCELET ",,,38380,"ENTRE-DEUX-GUIERS",476660633,476660672,"ce.0381692H@ac-grenoble.fr","http://www.ensemblescolaire-saintbruno.com","LE DIRECTEUR : M. MEUNIER OLIVIER
LE DIRECTEUR ADJOINT : MME BOUVIER VERONIQUE"
"Isère","BASSIN GRENOBLOIS","0383494S","Public","COLLEGE LES SAULES","1 allée MARTIN LUTHER KING ",,,38320,"EYBENS",476400731,476330934,"ce.0383494S@ac-grenoble.fr","http://www.ac-grenoble.fr/college/les-saules.grenoble/","LE PRINCIPAL : MME SANTI CATHERINE
LE PRINCIPAL ADJOINT : M. BALMISSE ROMAIN
LE GESTIONNAIRE : MME CHAPRON-ROBERT LISA
L AGENT COMPTABLE : M. SUZAN OLIVIER"
"Isère",,"0383606N","Privé hors-contrat","ECOLE SECONDAIRE GENERAL PRIVE FRENCH INTERNATIONAL SCIENTIFI","6 rue Voltaire ",,,38320,"EYBENS",776646904,,"ce.0383606N@ac-grenoble.fr",,"LE DIRECTEUR : MME AKAR AICHA"
"﻿Isère",,"0383605M","Privé hors-contrat","ECOLE SECONDAIRE PRIVEE FRENCH INTERNATIONAL SCIENTIFI","6 rue Voltaire ",,,38320,"EYBENS",776646904,,"ce.0383605M@ac-grenoble.fr",,"LE DIRECTEUR : MME AKAR AICHA"
"Isère","BASSIN GRENOBLOIS","0381810L","Public","COLLEGE GERARD PHILIPE","9 allée DES PLANS ",,"BP106",38602,"FONTAINE",476533232,476533238,"ce.0381810L@ac-grenoble.fr","https://philipe-isere.ent.auvergnerhonealpes.fr","LE PRINCIPAL : M. GARRIGUES NICOLAS
LE PRINCIPAL ADJOINT : MME ROCCA SANDRINE
LE GESTIONNAIRE : M. KAIM SAMUEL
L AGENT COMPTABLE : MME MOUSSIER MYRIAM"
"Isère","BASSIN GRENOBLOIS","0380356F","Public","COLLEGE JULES VALLES","11 rue LEON PINEL ",,"BP70105",38602,"FONTAINE",476266546,476532646,"ce.0380356F@ac-grenoble.fr","https://valles-isere.ent.auvergnerhonealpes.fr/","LE PRINCIPAL : MME JEANNIN ANNIE-LAURE
LE PRINCIPAL ADJOINT : MME SIDEN CHRISTELLE
LE GESTIONNAIRE : MME EL HAMMOUTI JAMILA
L AGENT COMPTABLE : MME MOUSSIER MYRIAM"
"Isère","BASSIN GRENOBLOIS","0380023U","Public","LYCEE PROFESSIONNEL JACQUES PREVERT","9 rue LA REPUBLIQUE ",,,38600,"FONTAINE",476272544,476270228,"ce.0380023U@ac-grenoble.fr","https://jacques-prevert.ent.auvergnerhonealpes.fr","LE PROVISEUR : M. PELOUX JACQUES
LE PROVISEUR ADJOINT : MME SIMIAND CLAIRE
LE GESTIONNAIRE : M. AGNERO CHRISTOPHE"
"Isère","BASSIN GRENOBLOIS","0381811M","Public","SEGPA CLG GERARD  PHILIPE","9 allée DES PLANS ",,"BP106",38602,"FONTAINE",476533232,476533238,"ce.0381811M@ac-grenoble.fr","http://www.ac-grenoble.fr/college/gerard.philipe","LE PRINCIPAL : M. GARRIGUES NICOLAS
LE PRINCIPAL ADJOINT : M. REGO PHILIPPE
LE GESTIONNAIRE : M. KAIM SAMUEL
L AGENT COMPTABLE : MME MOUSSIER MYRIAM"
"Isère","BASSIN GRENOBLOIS","0382274R","Public","LYCEE PROFESSIONNEL FRANCOISE DOLTO","4 rue PIARDIERE ",,,38120,"FONTANIL-CORNILLON",476288500,476288525,"ce.0382274R@ac-grenoble.fr","https://francoise-dolto.ent.auvergnerhonealpes.fr/","LE PROVISEUR : MME AMBROGIO CHRISTELLE
LE PROVISEUR ADJOINT : MME GOULED NATHALIE
LE GESTIONNAIRE : MME MECHERI JOELLE
L AGENT COMPTABLE : MME AMROUNI ANNE-FRANCE"
"Isère","BASSIN GRENOBLOIS","0380025W","Public","COLLEGE LE CHAMANDIER","29 rue DU BOIS TAILLIS ",,,38610,"GIERES",476893092,476896783,"ce.0380025W@ac-grenoble.fr","http://www.ac-grenoble.fr/college/gieres.chamandier","LE PRINCIPAL : M. STRAPPAZZON JEAN-PIERRE
LE PRINCIPAL ADJOINT : MME BOISSEL SANDRINE
LE GESTIONNAIRE : MME FAURIE DOMINIQUE
L AGENT COMPTABLE : M. MONNIER OLIVIER"
"﻿Isère","BASSIN GRENOBLOIS","0381694K","Privé sous-contrat","COLLEGE PRIVE DON BOSCO","19 rue DE LA PLAINE ",,,38610,"GIERES",476894259,476896487,"ce.0381694K@ac-grenoble.fr","http://www.don-bosco-gieres.com","LE DIRECTEUR : MME BLANC-ROCHE SANDRINE
LE DIRECTEUR ADJOINT : M. CECILLON BRICE"
"Isère","BASSIN GRENOBLOIS","0383300F","Public","COLLEGE ICARE","1 avenue Des Tirignons ","LES PAUTES              ",,38570,"GONCELIN",438729410,476400003,"ce.0383300F@ac-grenoble.fr",,"LE PRINCIPAL : MME ROUX ISABELLE
LE PRINCIPAL ADJOINT : M. MAGDELAIN BERNARD
LE GESTIONNAIRE : MME JASSIGNEUX JULIE
L AGENT COMPTABLE : M. LEVY JEAN-CLAUDE"
"Isère","BASSIN GRENOBLOIS","0383370G","Public","COLLEGE AIME CESAIRE","2 rue AIME CESAIRE ",,"BP2703",38037,"GRENOBLE",476496360,476841367,"ce.0383370G@ac-grenoble.fr","https://college-aime-cesaire-grenoble.web.ac-grenoble.fr/","LE PRINCIPAL : M. LORENTE DIDIER
LE PRINCIPAL ADJOINT : MME LELARDOUX AUDE
LE GESTIONNAIRE : M. HOURS DIDIER
L AGENT COMPTABLE : MME HERBIN ISABELLE"
"Isère","BASSIN GRENOBLOIS","0382111N","Public","COLLEGE CHAMPOLLION","10 rue FRANCOIS RAOULT ",,,38000,"GRENOBLE",438023140,476563216,"ce.0382111N@ac-grenoble.fr","http://www.ac-grenoble.fr/college/champollion.grenoble","LE PRINCIPAL : MME DUPUIS ALINE
LE GESTIONNAIRE : MME BAUDIN MARIE-PIERRE
L AGENT COMPTABLE : MME MENARD SYLVIE"
"Isère","BASSIN GRENOBLOIS","0382035F","Public","COLLEGE CHARLES MUNCH","11 rue PAUL DOUMER ",,,38100,"GRENOBLE",476544564,476444400,"ce.0382035F@ac-grenoble.fr","https://munch-isere.ent.auvergnerhonealpes.fr/","LE PRINCIPAL : MME SEGURA STEPHANIE
LE PRINCIPAL ADJOINT : MME MALBRANQUE ANNABEL
LE GESTIONNAIRE : MME BERNARD MARIE-PIERRE
L AGENT COMPTABLE : MME HERBIN ISABELLE"
"Isère","BASSIN GRENOBLOIS","0381776Z","Public","COLLEGE FANTIN- LATOUR","26 rue NICOLAS CHORIER ",,,38000,"GRENOBLE",476216818,476217520,"ce.0381776Z@ac-grenoble.fr","http://www.ac-grenoble.fr/college/fantin-latour-grenoble/","LE PRINCIPAL : MME FOURNIOL CAROLINE
LE PRINCIPAL ADJOINT : MME GAIO CAROLINE
LE GESTIONNAIRE : MME ORTEGA CAROLINE
L AGENT COMPTABLE : MME HERBIN ISABELLE"
"Isère","BASSIN GRENOBLOIS","0383243U","Public","COLLEGE INTERNATIONAL EUROPOLE","4 place DE SFAX ",,"BP1570",38000,"GRENOBLE",438122500,438122520,"ce.0383243U@ac-grenoble.fr","http://www.ac-grenoble.fr/cite.scolaire.internationale","LE PRINCIPAL : M. PAJOT LAURENT
LE GESTIONNAIRE : M. DUFEE FRANCK
L AGENT COMPTABLE : MME MENARD SYLVIE"
"﻿Isère","BASSIN GRENOBLOIS","0382032C","Public","COLLEGE LUCIE AUBRAC","35 avenue La Bruyère ",,"BP2643",38036,"GRENOBLE",476336130,476336138,"ce.0382032C@ac-grenoble.fr","https://aubrac-isere.ent.auvergnerhonealpes.fr","LE PRINCIPAL : M. FASQUEL CHRISTOPHE
LE PRINCIPAL ADJOINT : M. FLATRY JEAN-PIERRE
LE GESTIONNAIRE : MME FREYERMUTH SOPHIE
L AGENT COMPTABLE : MME HERBIN ISABELLE"
"Isère","BASSIN GRENOBLOIS","0381780D","Public","COLLEGE OLYMPIQUE","20 avenue MARIE REYNOARD ",,"BP2504",38035,"GRENOBLE",476332450,476332451,"ce.0381780D@ac-grenoble.fr","https://college-olympique-grenoble.web.ac-grenoble.fr/","LE PRINCIPAL : M. TARILLON LAURENT
LE PRINCIPAL ADJOINT : M. GENILLER FREDERIC
LE GESTIONNAIRE : M. MINIGGIO OLIVIER
L AGENT COMPTABLE : M. SUZAN OLIVIER"
"Isère","BASSIN GRENOBLOIS","0382114S","Public","COLLEGE STENDHAL","1 bis place JEAN ACHARD ",,"BP80208",38014,"GRENOBLE",476548383,476546245,"ce.0382114S@ac-grenoble.fr","https://stendhal.ent.auvergnerhonealpes.fr/","LE PRINCIPAL : MME CLAUDEL MURIEL
LE PRINCIPAL ADJOINT : MME DOMENECH SANDRINE
LE GESTIONNAIRE : M. MARINONI DAVID
L AGENT COMPTABLE : MME MENARD SYLVIE"
"Isère","BASSIN GRENOBLOIS","0381604M","Public","COLLEGE VERCORS","59 bis rue LEON JOUHAUX ",,,38100,"GRENOBLE",476445855,476448933,"ce.0381604M@ac-grenoble.fr","http://www.ac-grenoble.fr/college/grenoble.vercors/","LE PRINCIPAL : M. CANDELON DAVID
LE PRINCIPAL ADJOINT : MME MOUKALISSE ZILALIENE LAMIAA
LE GESTIONNAIRE : MME GOMBA SANDRINE
L AGENT COMPTABLE : M. SUZAN OLIVIER"
"Isère","BASSIN GRENOBLOIS","0381696M","Privé sous-contrat","COLLEGE PRIVE BAYARD","13 bis rue Bayard ",,,38000,"GRENOBLE",476442569,476513123,"ce.0381696M@ac-grenoble.fr","http://www.institutionbayard.fr","LE DIRECTEUR : M. TISSOT DIDIER"
"Isère","BASSIN GRENOBLOIS","0382581Z","Privé sous-contrat","COLLEGE PRIVE EXTERNAT NOTRE DAME","43 avenue MARCELIN BERTHELOT ",,,38100,"GRENOBLE",476866810,476865720,"ce.0382581Z@ac-grenoble.fr","http://www.externatnotredame.fr","LE DIRECTEUR : M. GRAFF PHILIPPE
LE DIRECTEUR ADJOINT : MME SUBRA EMILIE"
"Isère","BASSIN GRENOBLOIS","0381664C","Privé sous-contrat","COLLEGE PRIVE LA SALLE L'AIGLE","1 rue COLONEL LANOYERIE ",,,38000,"GRENOBLE",476461601,476876251,"ce.0381664C@ac-grenoble.fr","http://www.lasalle-grenoble.fr","LE DIRECTEUR : M. PINARD FRANCOIS
LE DIRECTEUR ADJOINT : MME NEBRA BRIGITTE
L  ADJOINT AU CHEF D ETABLISSEMENT : MME JOLIVET AUDREY"
"﻿Isère","BASSIN GRENOBLOIS","0383437E","Privé sous-contrat","COLLEGE PRIVE LES CHARMILLES","15 rue MONTESQUIEU ",,,38100,"GRENOBLE",476877264,,"ce.0383437E@ac-grenoble.fr","http://www.les-charmilles.fr","LE DIRECTEUR : MME RAVIX ELISABETH
LE DIRECTEUR ADJOINT : MME CHIAUDANO FREDERIQUE"
"Isère","BASSIN GRENOBLOIS","0381667F","Privé sous-contrat","COLLEGE PRIVE NOTRE DAME DE SION","6 avenue BEAUMARCHAIS ",,,38100,"GRENOBLE",476966972,476482349,"ce.0381667F@ac-grenoble.fr","https://ndsion-sprondeau.fr/college/","LE DIRECTEUR : MME LAURENT DOLENE
LE DIRECTEUR ADJOINT : M. LENOIR GUILLAUME"
"Isère","BASSIN GRENOBLOIS","0381725U","Privé hors-contrat","ECOLE DE PRODUCTION PRIVEE ELAG","31 rue DE LA BAJATIERE ",,,38100,"GRENOBLE",476442052,,"ce.0381725U@ac-grenoble.fr","http://www.ecole-elag.com","LE DIRECTEUR : MME DENAVIT EVA"
"Isère","BASSIN GRENOBLOIS","0383523Y","Privé hors-contrat","ECOLE SECONDAIRE PRIVEE OHR MENAHEM","10 rue LAZARE CARNOT ",,,38000,"GRENOBLE",485028447,,"ce.0383523Y@ac-grenoble.fr",,"LE DIRECTEUR : MME LAHIANY MICHÈLE"
"Isère","BASSIN GRENOBLOIS","0383053M","Privé hors-contrat","ECOLE TECHNOLOGIQUE PRIVEE SILVYA TERRADE GRENOBLE","22 cours Jean Jaurès ",,,38000,"GRENOBLE",476218193,,"ce.0383053M@ac-grenoble.fr","https://www.groupe-terrade.com/fr/ecoles","LE DIRECTEUR : MME CARLETON PASCALE"
"Isère","BASSIN GRENOBLOIS","0380036H","Public","LP LYCEE DES METIERS GUYNEMER","56 avenue MARCELIN BERTHELOT ",,"BP2743",38001,"GRENOBLE",476097418,476098199,"ce.0380036H@ac-grenoble.fr","http://georges-guynemer.elycee.rhonealpes.fr","LE PROVISEUR : MME LOGRE NATHALIE
LE PROVISEUR ADJOINT : MME BEROD PATRICIA
LE GESTIONNAIRE : MME BLANCHON SAADA CELINE
L AGENT COMPTABLE : M. JOND GREGORY"
"Isère","BASSIN GRENOBLOIS","0380034F","Public","LPO LYCEE DES METIERS LOUISE MICHEL","30 rue LOUISE MICHEL ",,"BP2708",38037,"GRENOBLE",438123600,438123610,"ce.0380034F@ac-grenoble.fr","https://www.louise-michel-grenoble.fr","LE PROVISEUR : MME GHIGLIONE VERONIQUE
LE PROVISEUR ADJOINT : MME DEPARIS ANNE
LE GESTIONNAIRE : MME HERBIN ISABELLE
L AGENT COMPTABLE : MME HERBIN ISABELLE
L  ADJOINT AU CHEF D ETABLISSEMENT : M. FREL LIONEL"
"﻿Isère","BASSIN GRENOBLOIS","0380018N","Privé sous-contrat","LYC TECHNO PRIVE DES METIERS ISER - BORDIER","26 rue PROSPER MERIMEE ",,,38100,"GRENOBLE",476220597,476331610,"ce.0380018N@ac-grenoble.fr","http://www.lycee-iserbordier.fr","LE DIRECTEUR : MME POZZA DELPHINE
LE DIRECTEUR ADJOINT : M. CANIAUX GREGORY"
"Isère","BASSIN GRENOBLOIS","0380027Y","Public","LYCEE GENERAL CHAMPOLLION","1 cours LAFONTAINE ",,,38026,"GRENOBLE",476855959,476853459,"ce.0380027Y@ac-grenoble.fr","https://lycee-champollion.fr/","LE PROVISEUR : M. NEVES MANUEL
LE PROVISEUR ADJOINT : MME BLANC LAURENCE
LE GESTIONNAIRE : MME MENARD SYLVIE
L AGENT COMPTABLE : MME MENARD SYLVIE
L  ADJOINT AU CHEF D ETABLISSEMENT : MME BOLMONT NATHALIE"
