"Département","Circonscription","Rne","Secteur","Nom","Voie","Lieu-dit","Boite postale","Code postal","Commune","Téléphone","Fax","Adresse électronique","Site internet","Responsable","Collège de secteur","GPS latitude","GPS longitude","Nb classes","Effectif"
"﻿Isère","GRENOBLE 4 / DSDEN38","0383042A","Public","ECOLE MATERNELLE PUBLIQUE","4 route du Ferrand ",,,38142,"MIZOEN",476802626,,"ce.0383042A@ac-grenoble.fr",,"LE DIRECTEUR : MME SECHEPEE VALERIE","CLG DES SIX VALLEES","45.050386113248","6.1429954752449",1,9
"Isère","VIENNE 1","0382022S","Public","ECOLE ELEMENTAIRE PUBLIQUE RAYMOND BARADEL","165 route d'Estrablin ",,,38440,"MOIDIEU-DETOURBE",474581235,,"ce.0382022S@ac-grenoble.fr",,"LE DIRECTEUR : MME ANDRE GAETANE","CLG GEORGES BRASSENS","45.512768976018","5.0172361934912",5,119
"Isère","VIENNE 1","0382728J","Public","ECOLE MATERNELLE PUBLIQUE ANDEOL PHILIPPAT","100 route de l'oasis ",,,38440,"MOIDIEU-DETOURBE",474581282,,"ce.0382728J@ac-grenoble.fr",,"LE DIRECTEUR : MME DELORMEL TIPHAINE","CLG GEORGES BRASSENS","45.512768976018","5.0172361934912",3,73
"Isère","VOIRON 1","0382918R","Privé sous-contrat","ECOLE ELEMENTAIRE PRIVEE SAINT EXUPERY-SAINT PIERRE","17 rue de la Scierie ",,,38430,"MOIRANS",476353547,476353547,"ce.0382918R@ac-grenoble.fr",,"LE DIRECTEUR : M. BANVILLET LAURENT","Aucune information","45.32561586294","5.570704390238",9,229
"Isère","VOIRON 1","0382536A","Public","ECOLE ELEMENTAIRE PUBLIQUE GERARD PHILIPE","Rue des Ouvriers Papetiers ",,,38430,"MOIRANS",476354376,,"ce.0382536A@ac-grenoble.fr",,"LE DIRECTEUR : MME DELAVIS CLAIRE","CLG LE VERGERON","45.327110805218","5.5597258678607",7,153
"Isère","VOIRON 1","0382213Z","Public","ECOLE MATERNELLE PUBLIQUE PAUL ELUARD","Rue des Ouvriers Papetiers ",,,38430,"MOIRANS",476353342,,"ce.0382213Z@ac-grenoble.fr",,"LE DIRECTEUR : MME DUFAU JULIE","CLG LE VERGERON","45.326859007957","5.5604933624583",3,71
"Isère","VOIRON 1","0383154X","Public","ECOLE PRIMAIRE PUBLIQUE SIMONE VEIL","Place de l'Assemblée Département ",,"BP44",38430,"MOIRANS",476353758,,"ce.0383154X@ac-grenoble.fr",,"LE DIRECTEUR : M. BELON HERVE","CLG LE VERGERON","45.326422129457","5.5642281089569",13,303
"Isère","BIEVRE-VALLOIRE","0380748G","Public","ECOLE PRIMAIRE PUBLIQUE","84 rue des platanes ",,,38270,"MOISSIEU-SUR-DOLON",474845862,,"ce.0380748G@ac-grenoble.fr",,"LE DIRECTEUR : MME DA SILVA HELENE","CLG JACQUES BREL","45.386715030922","4.9891577316022",3,61
"Isère","GRENOBLE-MONTAGNE","0381923J","Public","ECOLE ELEMENTAIRE PUBLIQUE","14 chemin des Chambons ",,,38650,"MONESTIER-DE-CLERMONT",476340460,,"ce.0381923J@ac-grenoble.fr",,"LE DIRECTEUR : MME BOURDON LISE","CLG MARCEL CUYNAT","44.91385374004","5.6249204304477",7,149
"Isère","GRENOBLE-MONTAGNE","0382538C","Public","ECOLE MATERNELLE PUBLIQUE","350 rue Du Serpaton ",,,38650,"MONESTIER-DE-CLERMONT",476340453,,"ce.0382538C@ac-grenoble.fr",,"LE DIRECTEUR : MME ANDRE CAROLE","CLG MARCEL CUYNAT","44.914032080314","5.6303296180914",3,78
"﻿Isère","BIEVRE-VALLOIRE","0382611G","Public","ECOLE MATERNELLE PUBLIQUE","2 place des Ecoles ",,,38122,"MONSTEROUX-MILIEU",474578723,,"ce.0382611G@ac-grenoble.fr",,"LE DIRECTEUR : MME OLIVAUX JAL ALEXANDRA","CLG DE L'ISLE","45.43199738265","4.9375976110868",3,75
"Isère","BIEVRE-VALLOIRE","0380752L","Public","ECOLE PRIMAIRE PUBLIQUE","1 place des Ecoles ",,,38122,"MONSTEROUX-MILIEU",474578516,,"ce.0380752L@ac-grenoble.fr",,"LE DIRECTEUR : MME JAY AURELIE","CLG DE L'ISLE","45.431886487919","4.9377600531274",3,54
"Isère","SAINT MARCELLIN","0380753M","Public","ECOLE ELEMENTAIRE PUBLIQUE"," ","Le village              ",,38160,"MONTAGNE",476364567,,"ce.0380753M@ac-grenoble.fr",,"LE DIRECTEUR : M. PETITJEAN ETIENNE","CLG OLYMPE DE GOUGES","45.141712285162","5.1928248988237",1,19
"Isère","LA TOUR DU PIN","0380755P","Public","ECOLE PRIMAIRE PUBLIQUE VILLAGE","22 route du Village ",,,38110,"MONTAGNIEU",474975446,,"ce.0380755P@ac-grenoble.fr",,"LE DIRECTEUR : MME MANCHIO ESTELLE","CLG LES DAUPHINS","45.524421671568","5.4524260996236",5,108
"Isère","PONT DE CHERUY","0380756R","Public","ECOLE PRIMAIRE PUBLIQUE LA GRANDE PRAIRIE","87 rue de la Grande Prairie ",,,38390,"MONTALIEU-VERCIEU",474885590,,"ce.0380756R@ac-grenoble.fr",,"LE DIRECTEUR : MME MARTINEZ SEVERINE","CLG LES PIERRES PLANTES","45.807493941975","5.4002557998151",15,335
"Isère","SAINT MARCELLIN","0380759U","Public","ECOLE PRIMAIRE PUBLIQUE"," ","LE VILLAGE              ",,38210,"MONTAUD",476936390,,"ce.0380759U@ac-grenoble.fr",,"LE DIRECTEUR : MME COULON JULIE","CLG CONDORCET","45.261557186249","5.564982125764",3,55
"Isère","GRENOBLE 5","0382946W","Public","ECOLE ELEMENTAIRE PUBLIQUE TARTAIX","806 chemin du Tartaix ",,,38330,"MONTBONNOT-SAINT-MARTIN",476521091,,"ce.0382946W@ac-grenoble.fr",,"LE DIRECTEUR : MME TOURTELIER SONIA","CLG BELLEDONNE","45.229399607544","5.8172163205543",6,143
"Isère","GRENOBLE 5","0381919E","Public","ECOLE MATERNELLE PUBLIQUE LES CHAVANNES","Chemin de la Croix Verte ",,,38330,"MONTBONNOT-SAINT-MARTIN",476900784,,"ce.0381919E@ac-grenoble.fr",,"LE DIRECTEUR : MME LERALE CAROLINE","CLG LIONEL TERRAY","45.222907318882","5.8081169450708",6,151
"Isère","GRENOBLE 5","0380760V","Public","ECOLE PRIMAIRE DU BOURG","787 rue Général de Gaulle ",,,38330,"MONTBONNOT-SAINT-MARTIN",476900173,,"ce.0380760V@ac-grenoble.fr",,"LE DIRECTEUR : MME ZAMPA CHRISTINE","CLG LIONEL TERRAY","45.228228026693","5.8029021535997",6,142
"Isère","BOURGOIN JALLIEU 1","0380762X","Public","ECOLE PRIMAIRE PUBLIQUE","393 grande rue ",,,38890,"MONTCARRA",474925267,,"ce.0380762X@ac-grenoble.fr",,"LE DIRECTEUR : MME PRUDHOMME MILENE","CLG FREDERIC DARD","45.612756471427","5.3955412836587",4,89
"﻿Isère","GRENOBLE-MONTAGNE","0380768D","Public","ECOLE PRIMAIRE PUBLIQUE LES BLAIS"," ","LE BOURG                ",,38770,"MONTEYNARD",476306633,,"ce.0380768D@ac-grenoble.fr",,"LE DIRECTEUR : MME PACHOUD VERONIQUE","CLG DU VALLON DES MOTTES","44.976853728526","5.7037603143966",3,61
"Isère","VOIRON 2","0383011S","Public","ECOLE PRIMAIRE PUBLIQUE CELESTIN ADOLPHE PEGOUD","85 place de la Fontaine ",,,38620,"MONTFERRAT",476323003,,"ce.0383011S@ac-grenoble.fr",,"LE DIRECTEUR : MME DI GENNARO ELSA","CLG DES COLLINES","45.488953470956","5.5915247514763",8,174
"Isère","LA TOUR DU PIN","0380774K","Public","ECOLE ELEMENTAIRE PUBLIQUE","24 montée du Plan ",,,38690,"MONTREVEL",474922367,,"ce.0380774K@ac-grenoble.fr",,"LE DIRECTEUR : MME EGLAINE PATRICIA","CLG LES DAUPHINS","45.48259920424","5.4038342906987",1,23
"Isère","BIEVRE-VALLOIRE","0380775L","Public","ECOLE PRIMAIRE PUBLIQUE","93 place du Château ",,,38122,"MONTSEVEROUX",474592439,,"ce.0380775L@ac-grenoble.fr",,"LE DIRECTEUR : M. GANET DOMINIQUE","CLG JACQUES BREL","45.428818985774","4.9706059698231",3,52
"Isère","PONT DE CHERUY","0380776M","Public","ECOLE PRIMAIRE PUBLIQUE"," ","Le village              ",,38460,"MORAS",474907910,,"ce.0380776M@ac-grenoble.fr",,"LE DIRECTEUR : M. BAUDE VINCENT","CLG LAMARTINE","45.688069297363","5.2573844348889",2,32
"Isère","LA TOUR DU PIN","0380521K","Privé sous-contrat","ECOLE ELEMENTAIRE PRIVEE SAINT JOSEPH","200 rue Auguste Ravier ",,,38510,"MORESTEL",474802119,474802119,"ce.0380521K@ac-grenoble.fr",,"LE DIRECTEUR : MME MAILLOT ERIKA","Aucune information","45.675795960797","5.4700073628444",5,108
"Isère","LA TOUR DU PIN","0382928B","Public","ECOLE ELEMENTAIRE PUBLIQUE VICTOR HUGO","89 place du 8 Mai 1945 ",,,38510,"MORESTEL",474800446,478802272,"ce.0382928B@ac-grenoble.fr",,"LE DIRECTEUR : M. SUBRA THOMAS","CLG FRANCOIS AUGUSTE RAVIER","45.673956676068","5.4725340725489",9,191
"Isère","LA TOUR DU PIN","0383427U","Public","ECOLE MATERNELLE PUBLIQUE SAINT EXUPERY","161 rue de la Rivoirette ",,,38510,"MORESTEL",474967940,474273656,"ce.0383427U@ac-grenoble.fr",,"LE DIRECTEUR : MME HERVIER VALERIE","CLG FRANCOIS AUGUSTE RAVIER","45.677114009293","5.4665961625056",5,120
"Isère","SAINT MARCELLIN","0380780S","Public","ECOLE ELEMENTAIRE PUBLIQUE","4 place Joseph Garavel ",,,38210,"MORETTE",476077096,,"ce.0380780S@ac-grenoble.fr",,"LE DIRECTEUR : MME ROCHE Fabienne","CLG CONDORCET","45.285294397499","5.4534514100847",2,40
"Isère","BIEVRE-VALLOIRE","0380789B","Public","ECOLE PRIMAIRE PUBLIQUE","225 route du Liers ",,,38260,"MOTTIER",474544777,,"ce.0380789B@ac-grenoble.fr",,"LE DIRECTEUR : MME VITALI HARMONIE","COLLEGE DE CHAMPIER","45.420104463109","5.314849646136",3,68
"﻿Isère","ST-MARTIN D'HERES","0380799M","Public","ECOLE PRIMAIRE PUBLIQUE"," ","LE BOURG                ",,38420,"MURIANETTE",476776995,476523912,"ce.0380799M@ac-grenoble.fr",,"LE DIRECTEUR : MME BONARDI CELINE","CLG LA MOULINIERE","45.190929517388","5.8185491314437",4,86
"Isère","SAINT MARCELLIN","0382592L","Public","ECOLE ELEMENTAIRE PUBLIQUE"," ","LE VILLAGE              ",,38160,"MURINAIS",476642238,,"ce.0382592L@ac-grenoble.fr",,"LE DIRECTEUR : MME HOT SANDRA","CLG LE SAVOURET","45.212914249937","5.314410516468",1,22
"Isère","GRENOBLE-MONTAGNE","0380801P","Public","ECOLE PRIMAIRE PUBLIQUE"," ","LE BOURG                ",,38350,"NANTES-EN-RATIER",476811818,,"ce.0380801P@ac-grenoble.fr",,"LE DIRECTEUR : M. MARTIN LAURENT","CLG LOUIS MAUBERRET","44.93439686302","5.8235747260082",2,35
"Isère","BOURGOIN JALLIEU 1","0382243G","Public","ECOLE ELEMENTAIRE PUBLIQUE","242 rue de l'Hôtel de Ville ",,,38300,"NIVOLAS-VERMELLE",474279348,,"ce.0382243G@ac-grenoble.fr",,"LE DIRECTEUR : MME ANNE NATHALIE","CLG PRE BENIT","45.557288065803","5.3073165777487",5,114
"Isère","BOURGOIN JALLIEU 1","0382058F","Public","ECOLE MATERNELLE PUBLIQUE","51 allée Jean Zay ",,,38300,"NIVOLAS-VERMELLE",474279681,,"ce.0382058F@ac-grenoble.fr",,"LE DIRECTEUR : MME BARRY LAETITIA","CLG PRE BENIT","45.557484713336","5.306952878812",3,66
"Isère","GRENOBLE 4 / DSDEN38","0380807W","Public","ECOLE PRIMAIRE PUBLIQUE","20 route départementale 529 ",,,38450,"NOTRE-DAME-DE-COMMIERS",476726303,,"ce.0380807W@ac-grenoble.fr",,"LE DIRECTEUR : MME TOUTAIN MARIE","CLG LE CLOS JOUVIN","45.00985977283","5.7001724923457",3,67
"Isère","SAINT MARCELLIN","0380808X","Public","ECOLE PRIMAIRE PUBLIQUE"," ","LE VILLAGE              ",,38470,"NOTRE-DAME-DE-L'OSIER",476366605,,"ce.0380808X@ac-grenoble.fr",,"LE DIRECTEUR : MME FIALAIS SOPHIE","CLG JOSEPH CHASSIGNEUX","45.239038021643","5.4056663701911",2,40
"Isère","GRENOBLE 4 / DSDEN38","0380809Y","Public","ECOLE ELEMENTAIRE PUBLIQUE LA ROMANCHE","765 route de la commanderie ",,,38220,"NOTRE-DAME-DE-MESAGE",476681285,,"ce.0380809Y@ac-grenoble.fr",,"LE DIRECTEUR : MME CAZEAU-OLIVERO LOREN","CLG LES MATTONS","45.068743316947","5.7571752290177",3,54
"Isère","GRENOBLE 4 / DSDEN38","0382647W","Public","ECOLE MATERNELLE PUBLIQUE LA ROMANCHE"," ","La commanderie          ",,38220,"NOTRE-DAME-DE-MESAGE",476083102,,"ce.0382647W@ac-grenoble.fr",,"LE DIRECTEUR : MME CASIMIRO-RODRIGUEZ CORALIE","CLG LES MATTONS","45.068743316947","5.7571752290177",2,49
"Isère","GRENOBLE-MONTAGNE","0380810Z","Public","ECOLE ELEMENTAIRE PUBLIQUE","3 descente de la chapelle ",,,38144,"NOTRE-DAME-DE-VAULX",476305668,,"ce.0380810Z@ac-grenoble.fr",,"LE DIRECTEUR : MME PERRIN DELPHINE","CLG DU VALLON DES MOTTES","44.986907895777","5.7493257810299",2,49
"﻿Isère","GRENOBLE - ASH-SUD","0380524N","Privé sous-contrat","ECOLE ELEMENTAIRE PRIVEE VILLAGE DE L'AMITIE","525 CHEMIN DU MOULIN ",,,38360,"NOYAREY",476537263,476537041,"villageamitie@sauvegarde-isere.fr",,"LE DIRECTEUR : MME ROUVIERE ISABELLE","Aucune information","45.242882775124","5.6334718969338",0,0
"Isère","FONTAINE-VERCORS","0382322T","Public","ECOLE MATERNELLE PUBLIQUE LA COCCINELLE","300 route de la Vanne ",,,38360,"NOYAREY",476539382,,"ce.0382322T@ac-grenoble.fr",,"LE DIRECTEUR : MME TREBILLAC SANDRA","CLG ALEXANDRE FLEMING","45.243615834193","5.6360061008462",3,80
"Isère","FONTAINE-VERCORS","0381926M","Public","ECOLE PRIMAIRE LE MURIER","262 route de la Vanne ",,,38360,"NOYAREY",476539571,476539928,"ce.0381926M@ac-grenoble.fr",,"LE DIRECTEUR : MME JALLUD VERONIQUE","CLG ALEXANDRE FLEMING","45.244417986836","5.6356104133955",7,164
"Isère","PONT DE CHERUY","0380816F","Public","ECOLE PRIMAIRE PUBLIQUE","314 rue Philippe Tassier ",,,38460,"OPTEVOZ",474838833,,"ce.0380816F@ac-grenoble.fr",,"LE DIRECTEUR : MME RIGAUD ELODIE","CLG LES PIERRES PLANTES","45.753100533911","5.3309608408787",4,75
"Isère","BIEVRE-VALLOIRE","0380818H","Public","ECOLE ELEMENTAIRE PUBLIQUE","167 chemin de la Raz ","ORNACIEUX               ",,38260,"ORNACIEUX-BALBINS",474203503,,"ce.0380818H@ac-grenoble.fr",,"LE DIRECTEUR : MME CHARPENAY VIRGINIE","CLG JONGKIND","45.399030850893","5.21380111257",2,33
"Isère","BIEVRE-VALLOIRE","0383234J","Public","ECOLE PRIMAIRE PUBLIQUE","35 chemin du Planot ",,,38260,"ORNACIEUX-BALBINS",474206331,474794373,"ce.0383234J@ac-grenoble.fr",,"LE DIRECTEUR : MME ROMEYER STEPHANIE","CLG JONGKIND","45.398493733589","5.2140866055188",1,21
"Isère","VOIRON 1","0380822M","Public","ECOLE PRIMAIRE PUBLIQUE","370 route du Bourg ",,,38690,"OYEU",476557575,,"ce.0380822M@ac-grenoble.fr",,"LE DIRECTEUR : MME SYLVESTRE EMILIE","CLG LIERS ET LEMPS","45.422909227191","5.4769753364954",5,101
"Isère","BOURGOIN JALLIEU 3","0380668V","Privé sous-contrat","ECOLE ELEMENTAIRE PRIVEE LES ABEILLES","189 rue du Stade ",,,38780,"OYTIER-SAINT-OBLAS",426054509,970622473,"ce.0380668V@ac-grenoble.fr",,"LE DIRECTEUR : MME GOUDMANN SOPHIE","Aucune information","45.562211328623","5.0192783640639",3,68
"Isère","BOURGOIN JALLIEU 3","0380824P","Public","ECOLE PRIMAIRE PUBLIQUE ST EXUPERY","60 rue Bertholon ","LE VILLAGE              ",,38780,"OYTIER-SAINT-OBLAS",474582034,,"ce.0380824P@ac-grenoble.fr",,"LE DIRECTEUR : MME GENIN ELODIE","CLG DE PERANCHE","45.561681892114","5.0206696340617",8,182
"Isère","BIEVRE-VALLOIRE","0380828U","Public","ECOLE PRIMAIRE PUBLIQUE","274 grande rue ","LE BOURG                ",,38270,"PACT",474848177,,"ce.0380828U@ac-grenoble.fr",,"LE DIRECTEUR : MME ULMER CLAUDINE","CLG JACQUES BREL","45.352924341439","4.9904029884851",3,55
"﻿Isère","BIEVRE-VALLOIRE","0380829V","Public","ECOLE PRIMAIRE PUBLIQUE","783 route de Beaurepaire ",,,38260,"PAJAY",474542470,,"ce.0380829V@ac-grenoble.fr",,"LE DIRECTEUR : MME ALBERT CELINE","CLG MARCEL MARIOTTE","45.363251588357","5.1386735661454",4,84
"Isère","PONT DE CHERUY","0380834A","Public","ECOLE PRIMAIRE PUBLIQUE","2 chemin des écoles ",,,38460,"PANOSSAS",474902996,,"ce.0380834A@ac-grenoble.fr",,"LE DIRECTEUR : MME ZAMAI M-FRANCOISE","CLG PHILIPPE COUSTEAU","45.678700585335","5.2037083323607",3,65
"Isère","PONT DE CHERUY","0380835B","Public","ECOLE PRIMAIRE"," ","LE BOURG                ",,38390,"PARMILIEU",474906714,,"ce.0380835B@ac-grenoble.fr",,"LE DIRECTEUR : MME CADRAN STEPHANIE","CLG LES PIERRES PLANTES","45.839617528953","5.3545942011689",3,63
"Isère","BIEVRE-VALLOIRE","0380847P","Public","ECOLE MATERNELLE PUBLIQUE","507 route de la Côte-Saint-André ",,,38260,"PENOL",474543863,,"ce.0380847P@ac-grenoble.fr",,"LE DIRECTEUR : MME BOUVET RAMBAUD MAGALIE","CLG JONGKIND","45.390585760972","5.1892766890854",1,18
"Isère","GRENOBLE-MONTAGNE","0380850T","Public","ECOLE ELEMENTAIRE PUBLIQUE","14 bis chemin Vieux ","LE BOURG                ",,38119,"PIERRE-CHATEL",476830534,,"ce.0380850T@ac-grenoble.fr",,"LE DIRECTEUR : MME TURC LUDIVINE","CLG LOUIS MAUBERRET","44.954240273309","5.7786943511595",3,66
"Isère","GRENOBLE-MONTAGNE","0382020P","Public","ECOLE PRIMAIRE PUBLIQUE LA FESTINIERE"," ","LA FESTINIERE           ",,38119,"PIERRE-CHATEL",476307560,,"ce.0382020P@ac-grenoble.fr",,"LE DIRECTEUR : M. KRAMARCZEWSKI BRUNO","CLG DU VALLON DES MOTTES","44.953611812877","5.7543534768619",3,62
"Isère","BIEVRE-VALLOIRE","0380857A","Public","ECOLE MATERNELLE PUBLIQUE","124 route de Pommier de Beaurepa ","LE VILLAGE              ",,38270,"PISIEU",474845180,474845180,"ce.0380857A@ac-grenoble.fr",,"LE DIRECTEUR : MME PLANTAIN VIRGINIE","CLG JACQUES BREL","45.386688713946","5.062837207356",2,47
"Isère","BIEVRE-VALLOIRE","0380858B","Public","ECOLE ELEMENTAIRE PUBLIQUE"," ","LE VILLAGE              ",,38590,"PLAN",476655490,,"ce.0380858B@ac-grenoble.fr",,"LE DIRECTEUR : MME GELAS MARLENE","CLG ROSE VALLAND","45.313032546466","5.3922899542874",2,44
"Isère","HAUT-GRESIVAUDAN","0382191A","Public","ECOLE ELEMENTAIRE PUBLIQUE LES GAUDES","4776 route des Trois Villages ","ST HILAIRE              ",,38660,"PLATEAU-DES-PETITES-ROCHES",476083237,,"ce.0382191A@ac-grenoble.fr",,"LE DIRECTEUR : MME NASRAOUI MARIE-CLAIRE","CLG LA PIERRE AIGUILLE","45.300400920378","5.8699353074932",5,122
"Isère","HAUT-GRESIVAUDAN","0381855K","Public","ECOLE MATERNELLE PUBLIQUE LES GANDINS","1  CHEMIN DES GANDINS ","ST HILAIRE              ",,38660,"PLATEAU-DES-PETITES-ROCHES",476083082,,"ce.0381855K@ac-grenoble.fr",,"LE DIRECTEUR : MME DEFOSSEUX AXELLE","CLG LA PIERRE AIGUILLE","45.307672893759","5.8828747308769",3,68
"﻿Isère","GRENOBLE 5","0381152W","Public","ECOLE PRIMAIRE PUBLIQUE"," ","ST PANCRASSE            ",,38660,"PLATEAU-DES-PETITES-ROCHES",476083406,,"ce.0381152W@ac-grenoble.fr",,"LE DIRECTEUR : MME SAGNES SOPHIE","CLG GRESIVAUDAN","45.313942511151","5.8843358693064",3,61
"Isère","ST-MARTIN D'HERES","0380859C","Public","ECOLE ELEMENTAIRE PUBLIQUE JEAN MERMOZ","18 rue Claude Debussy ",,,38320,"POISAT",476244320,,"ce.0380859C@ac-grenoble.fr",,"LE DIRECTEUR : MME N'GUYEN GWENAELLE","CLG FERNAND LEGER","45.158695632041","5.7578471394632",6,142
"Isère","ST-MARTIN D'HERES","0382255V","Public","ECOLE MATERNELLE PUBLIQUE","3 place Gérard Philipe ",,,38320,"POISAT",476242225,,"ce.0382255V@ac-grenoble.fr",,"LE DIRECTEUR : MME MICALLEF MARJORIE","CLG FERNAND LEGER","45.158387367589","5.7601113390793",3,76
"Isère","SAINT MARCELLIN","0382019N","Public","ECOLE PRIMAIRE PUBLIQUE","6 place du Docteur Valois ",,,38210,"POLIENAS",967494363,,"ce.0382019N@ac-grenoble.fr",,"LE DIRECTEUR : MME MOULINAS JOSÉFA","CLG CONDORCET","45.249374947517","5.4719320161868",4,98
"Isère","BIEVRE-VALLOIRE","0380864H","Public","ECOLE PRIMAIRE PUBLIQUE","11 place de la Mairie ",,,38260,"POMMIER-DE-BEAUREPAIRE",474542496,,"ce.0380864H@ac-grenoble.fr",,"LE DIRECTEUR : MME GIRARD CHRISTELLE","CLG JACQUES BREL","45.40040784427","5.1192860901312",5,103
"Isère","PONT DE CHERUY","0383162F","Public","ECOLE ELEMENTAIRE PUBLIQUE JEAN ASTULFONI","18 rue de la République ",,,38230,"PONT-DE-CHERUY",478322447,478326385,"ce.0383162F@ac-grenoble.fr",,"LE DIRECTEUR : M. SCANNAPIEGO DIDIER","CLG LE GRAND CHAMP","45.749960569927","5.1742779218616",24,425
"Isère","PONT DE CHERUY","0382823M","Public","ECOLE MATERNELLE PUBLIQUE LE P'TIT CHAMP","2 boulevard des Collèges ",,,38230,"PONT-DE-CHERUY",478326216,,"ce.0382823M@ac-grenoble.fr",,"LE DIRECTEUR : MME TALLAA SANDRINE","CLG LE GRAND CHAMP","45.755379298977","5.1735645748246",8,139
"Isère","PONT DE CHERUY","0380877X","Public","ECOLE MATERNELLE PUBLIQUE LES ECUREUILS","10 rue DU DOCTEUR ROBERT ",,,38230,"PONT-DE-CHERUY",478322379,,"ce.0380877X@ac-grenoble.fr",,"LE DIRECTEUR : M. DECOUT BAPTISTE","CLG LE GRAND CHAMP","45.748530053729","5.1755855648637",5,97
"Isère","SAINT MARCELLIN","0380889K","Public","ECOLE PRIMAIRE PUBLIQUE","1 allée des écoles ",,,38680,"PONT-EN-ROYANS",975472643,,"ce.0380889K@ac-grenoble.fr",,"LE DIRECTEUR : MME GIRAUD DIT ROCHON SOPHIE","CLG RAYMOND GUELEN","45.062164541546","5.3433684777074",4,80
"Isère","VIENNE 1","0380722D","Privé sous-contrat","ECOLE ELEMENTAIRE PRIVEE LES EAUX VIVES","54 montée Lucien Magnat ",,,38780,"PONT-EVEQUE",474859694,474160937,"ce.0380722D@ac-grenoble.fr",,"LE DIRECTEUR : MME FARGE NATHALIE","Aucune information","45.530450695581","4.9106114283891",9,252
"﻿Isère","VIENNE 1","0383016X","Public","ECOLE ELEMENTAIRE PUBLIQUE FRANCOISE DOLTO","1  PLACE CLAUDE BARBIER ",,,38780,"PONT-EVEQUE",474576113,,"ce.0383016X@ac-grenoble.fr",,"LE DIRECTEUR : M. LOCOLAS RIO","CLG GEORGES BRASSENS","45.530784249478","4.9127118546738",11,172
"Isère","VIENNE 1","0382051Y","Public","ECOLE MATERNELLE PUBLIQUE LES GENETS","7 rue Gilbert Ollier ",,,38780,"PONT-EVEQUE",474162964,,"ce.0382051Y@ac-grenoble.fr",,"LE DIRECTEUR : MME RIVIERE RAPHAELLE","CLG GEORGES BRASSENS","45.532018359749","4.908999346762",5,93
"Isère","VIENNE 1","0382189Y","Public","ECOLE PRIMAIRE PUBLIQUE JACQUES YVES COUSTEAU","Plan des Aures ",,,38780,"PONT-EVEQUE",474859512,474859512,"ce.0382189Y@ac-grenoble.fr",,"LE DIRECTEUR : MME COLOMBO LABAT REYMON HELENE","CLG GEORGES BRASSENS","45.527597193251","4.9189581744541",20,360
"Isère","HAUT-GRESIVAUDAN","0380869N","Public","ECOLE ELEMENTAIRE PUBLIQUE VILLARD NOIR","264 rue de Bramefarine ",,,38530,"PONTCHARRA",476976297,,"ce.0380869N@ac-grenoble.fr",,"LE DIRECTEUR : MME MORARD VALERIE","CLG MARCEL CHENE","45.413690785902","6.0123446819527",2,35
"Isère","HAUT-GRESIVAUDAN","0380368U","Public","ECOLE MATERNELLE PUBLIQUE CESAR TERRIER","190 rue des Ecoles ",,,38530,"PONTCHARRA",476976512,,"ce.0380368U@ac-grenoble.fr",,"LE DIRECTEUR : MME HERNU Agnès","CLG MARCEL CHENE","45.430744288515","6.0235588090834",5,113
"Isère","HAUT-GRESIVAUDAN","0383100N","Public","ECOLE PRIMAIRE CESAR TERRIER","192 rue des Ecoles ",,,38530,"PONTCHARRA",476976362,,"ce.0383100N@ac-grenoble.fr",,"LE DIRECTEUR : M. DIBIDABIAN DENIS","CLG MARCEL CHENE","45.430707951879","6.0235696301755",10,219
"Isère","HAUT-GRESIVAUDAN","0382319P","Public","ECOLE PRIMAIRE VILLARD BENOIT","40 place Vachez Seytoux ",,,38530,"PONTCHARRA",476977490,,"ce.0382319P@ac-grenoble.fr",,"LE DIRECTEUR : MME ATES Emmanuelle","CLG MARCEL CHENE","45.441054471454","6.0201645231883",12,277
"Isère","PONT DE CHERUY","0382902Y","Public","ECOLE ELEMENTAIRE PUBLIQUE","8 rue des Ecoles ",,,38390,"PORCIEU-AMBLAGNIEU",474884779,,"ce.0382902Y@ac-grenoble.fr",,"LE DIRECTEUR : M. SCHMITZ FABIEN","CLG LES PIERRES PLANTES","45.834757662091","5.3988769871937",5,113
"Isère","PONT DE CHERUY","0382819H","Public","ECOLE MATERNELLE PUBLIQUE","307 rue de Fontaine Blanche ",,,38390,"PORCIEU-AMBLAGNIEU",474884482,,"ce.0382819H@ac-grenoble.fr",,"LE DIRECTEUR : MME PILLAZ EMILIE","CLG LES PIERRES PLANTES","45.833538505866","5.3981666951212",3,63
"Isère","BIEVRE-VALLOIRE","0380354D","Public","ECOLE PRIMAIRE PUBLIQUE LES 4 PLATANES"," ","COMMELLE                ",,38260,"PORTE-DES-BONNEVAUX",474204356,,"ce.0380354D@ac-grenoble.fr",,"LE DIRECTEUR : M. TISSOT BRUNO","CLG JONGKIND","45.428434978362","5.2241833765155",5,121
"﻿Isère","BIEVRE-VALLOIRE","0380803S","Public","ECOLE PRIMAIRE PUBLIQUE (NANTO NANTOIN","1 place Louis Royon ","NANTOIN                 ",,38260,"PORTE-DES-BONNEVAUX",474545724,,"ce.0380803S@ac-grenoble.fr",,"LE DIRECTEUR : MME QUENENSSE MARIE","COLLEGE DE CHAMPIER","45.43548625797","5.2688004093286",2,34
