"Dernière mise à jour","Type d'entité","Insee (ou Siren) ","SIREN","Nom","Intercommunalité","Territoire","Adhésion TE38","Population totale","Adresse complète","CP","Ville","Téléphone","Mail","Nouvelle entité de rattachement","Collège au comité syndical"
"18/12/2024 16:03:12","Commune",38290,213802903,"Pact","CC Entre Bièvre et Rhône",3,"OUI",879,"274 GRANDE RUE",38270,"PACT","04 74 84 87 60","mairie.pact@entre-bievreetrhone.fr",,1
"18/12/2024 16:03:13","Commune",38291,213802911,"Pajay","CC Bièvre Isère",4,"OUI",1105,"15 PLACE DU 19 MARS 1962",38260,"PAJAY","04 74 54 26 03","mairie.pajay@wanadoo.fr",,1
"18/12/2024 16:03:14","Commune",38294,213802945,"Panossas","CC Les Balcons du Dauphiné",1,"OUI",689,"91 CHEMIN DES FUZIERS",38460,"PANOSSAS","04 74 90 20 08","contact@panossas.fr",,1
"18/12/2024 16:03:10","Commune",38295,213802952,"Parmilieu","CC Les Balcons du Dauphiné",1,"OUI",745,"6 PLACE DE LA MAIRIE",38390,"PARMILIEU","04 74 90 62 84","secretariat@parmilieu.fr",,1
"08/01/2025 10:12:32","Commune",38296,213802960,"Passage (Le)","CC Les Vals du Dauphiné",2,"OUI",977,"21 ROUTE SAINT-DIDIER",38490,"LE PASSAGE","04 74 88 14 07","mairie@le-passage-en-dauphine.fr",,1
"18/12/2024 16:03:13","Commune",38298,213802986,"Péage-de-Roussillon (Le)","CC Entre Bièvre et Rhône",3,"OUI",6563,"35 RUE ADOLPHE GARILLAND",38550,"LE PÉAGE-DE-ROUSSILON","04 74 11 15 55","secretariat.general@le-peage-de-roussillon.fr",,1
"18/12/2024 16:03:08","Commune",38299,213802994,"Pellafol","CC de la Matheysine",7,"OUI",138,"276 RUE DU GRAND VENT",38970,"PELLAFOL","06 85 86 34 85","mairie-pellafol@wanadoo.fr",,1
"08/01/2025 10:12:33","Commune",38300,213803000,"Penol","CC Bièvre Isère",4,"OUI",377,"573 ROUTE DE LA COTE",38260,"PENOL","04 74 54 22 95","contact@mairiepenol.fr",,1
"05/06/2024 11:05:36","Commune",38301,213803018,"Percy (Le)","CC du Trièves",7,"OUI",171,"LE VILLAGE",38930,"LE PERCY","04 76 34 46 04","mairielepercy@wanadoo.fr",,1
"18/12/2024 16:03:12","Commune",38303,213803034,"Pierre (La)","CC Le Grésivaudan",9,"OUI",641,"RUE DE LA MAIRIE",38570,"LA PIERRE","04 76 71 38 95","mairielapierre@wanadoo.fr",,1
"08/01/2025 10:12:31","Commune",38304,213803042,"Pierre-Châtel","CC de la Matheysine",7,"OUI",1528,"PLACE HENRI ET MARTHE GAILLARD",38119,"PIERRE-CHATEL","04 76 83 06 37","contact@pierre-chatel.fr",,1
"18/12/2024 16:03:10","Commune",38307,213803075,"Pisieu","CC Entre Bièvre et Rhône",3,"OUI",535,"6 PLACE DE LA MAIRIE",38270,"PISIEU","04 74 84 57 51","mairie.pisieu@entre-bievreetrhone.fr",,1
"08/01/2025 10:12:31","Commune",38308,213803083,"Plan","CC Bièvre Isère",4,"OUI",294,"145 RUE JEAN BERNARD",38590,"PLAN","04 76 65 59 31","plan.38590@wanadoo.fr",,1
"05/06/2024 09:30:57","Commune",38395,200086767,"Plateau-des-Petites-Roches","CC Le Grésivaudan",9,"OUI",2489,"SAINT-HILAIRE - 4965 ROUTE DES 3 VILLAGES",38660,"PLATEAU-DES-PETITES-ROCHES","04 76 08 31 48","mairie@petites-roches.org",,1
"18/12/2024 16:03:13","Commune",38310,213803109,"Poliénas","CC Saint-Marcellin Vercors Isère Communauté",6,"OUI",1172,"2 PLACE DU DOCTEUR VALOIS",38210,"POLIENAS","04 76 07 04 28","mairie@polienas.fr",,1
"18/12/2024 16:03:10","Commune",38311,213803117,"Pommier-de-Beaurepaire","CC Entre Bièvre et Rhône",3,"OUI",744,"11 PLACE DE LA MAIRIE",38260,"POMMIER-DE-BEAUREPAIRE","04 74 54 29 92","mairie.pommier@entre-bievreetrhone.fr",,1
"08/01/2025 10:12:32","Commune",38313,213803133,"Ponsonnas","CC de la Matheysine",7,"OUI",299,"147 RUE DU MONT AIGUILLE",38350,"PONSONNAS","04 76 81 13 03","mairie-de-ponsonnas@wanadoo.fr",,1
"08/01/2025 10:12:33","Commune",38315,213803158,"Pont-de-Beauvoisin (Le)","CC Les Vals du Dauphiné",2,"OUI",3711,"3 BIS AVENUE GABRIEL PRAVAZ",38480,"PONT-DE-BEAUVOISIN","04 76 37 00 10","accueil@mairie-pontdebeauvoisin38.fr",,1
"05/06/2024 09:22:59","Commune",38316,213803166,"Pont-de-Chéruy","CC Lyon Saint Exupéry en Dauphiné",1,"OUI",6144,"22 RUE DE LA RÉPUBLIQUE",38230,"PONT-DE-CHERUY","04 72 46 91 90","accueil.mairie@pontdecheruy.fr",,1
"08/01/2025 10:12:30","Commune",38319,213803190,"Pont-en-Royans","CC Saint-Marcellin Vercors Isère Communauté",6,"OUI",829,"1 PLACE BASSIANO",38680,"PONT-EN-ROYANS","04 76 36 03 09","mairie.pont.en.royans@wanadoo.fr",,1
"18/12/2024 16:03:13","Commune",38318,213803182,"Pont-Évêque","CA Vienne Condrieu",3,"OUI",5517,"1 PLACE CLAUDE BARBIER BP 50057",38783,"PONT-EVÊQUE CEDEX","04 74 57 28 80","mairie@ville-pont-eveque.fr",,1
"05/06/2024 09:30:58","Commune",38314,213803141,"Pontcharra","CC Le Grésivaudan",9,"OUI",7540,"95 AVENUE DE LA GARE - BP 49",38530,"PONTCHARRA","04 76 97 11 65","courrier@pontcharra.fr",,1
"08/01/2025 10:12:30","Commune",38320,213803208,"Porcieu-Amblagnieu","CC Les Balcons du Dauphiné",1,"OUI",1825,"130 RUE DE LA MAIRIE",38390,"PORCIEU-AMBLAGNIEU","04 74 88 54 81","mairie@porcieu-amblagnieu.com",,1
"08/01/2025 10:12:32","Commune",38479,200084879,"Porte-des-Bonnevaux","CC Bièvre Isère",4,"OUI",2128,"SEMONS - 306 ROUTE DE BEAUREPAIRE",38260,"PORTE-DES-BONNEVAUX","04 74 54 22 15","commune@portedesbonnevaux.fr",,1
"05/06/2024 11:05:37","Commune",38321,213803216,"Prébois","CC du Trièves",7,"OUI",174,"PLACE DE LA MAIRIE",38710,"PRÉBOIS","04 76 34 66 38","mairie.de.prebois@wanadoo.fr",,1
"05/06/2024 11:05:37","Commune",38322,213803224,"Presles","CC Saint-Marcellin Vercors Isère Communauté",6,"OUI",99,"1 PLACE DE LA FONTAINE",38680,"PRESLES","04 76 39 01 86","mairie.presles@wanadoo.fr",,1
"05/06/2024 10:04:18","Commune",38323,213803232,"Pressins","CC Les Vals du Dauphiné",2,"OUI",1195,"1175 ROUTE DU VILLAGE",38480,"PRESSINS","04 76 32 11 20","mairie.pressins@wanadoo.fr",,1
"18/12/2024 16:03:10","Commune",38324,213803240,"Primarette","CC Entre Bièvre et Rhône",3,"OUI",721,"80 RUE DE LA MAIRIE",38270,"PRIMARETTE","04 74 84 57 27","mairie.primarette@entre-bievreetrhone.fr",,1
"18/12/2024 16:03:09","Commune",38326,213803265,"Prunières","CC de la Matheysine",7,"OUI",384,"90 PLACE DE LA MAIRIE",38350,"PRUNIÈRES","04 76 81 08 80","mairie.prunieres38@orange.fr",,1
"08/01/2025 10:12:30","Commune",38329,213803299,"Quet-en-Beaumont","CC de la Matheysine",7,"OUI",75,"LES LAMBERTS - 1352 ROUTE DU CHATEL",38970,"QUET-EN-BEAUMONT","04 76 30 43 03","mairiequetenbeaumont@orange.fr",,1
"18/12/2024 16:03:13","Commune",38330,213803307,"Quincieu","CC Saint-Marcellin Vercors Isère Communauté",6,"OUI",106,"LE VILLAGE",38470,"QUINCIEU","04 76 65 51 78","mairie.quincieu@wanadoo.fr",,1
"18/12/2024 16:03:11","Commune",38331,213803315,"Réaumont","CA du Pays Voironnais",5,"OUI",1038,"10 PLACE DE LA MAIRIE",38140,"RÉAUMONT","04 76 91 05 78","reaumontaccueil@wanadoo.fr",,1
"18/12/2024 16:03:13","Commune",38332,213803323,"Renage","CC de Bièvre Est",4,"OUI",3426,"55 BOULEVARD DOCTEUR VALOIS",38140,"RENAGE","04 76 91 21 12","contact@ville-renage.fr",,1
"05/06/2024 11:05:37","Commune",38333,213803331,"Rencurel","CC Saint-Marcellin Vercors Isère Communauté",6,"OUI",346,"615 RUE DE LA MAIRIE",38680,"RENCUREL","04 76 38 97 48","rencurel.mairie@orange.fr",,1
"18/12/2024 16:03:12","Commune",38334,213803349,"Revel","CC Le Grésivaudan",9,"OUI",1351,"74 PLACE DE LA MAIRIE",38420,"REVEL","04 76 89 82 09","mairie@revel-belledonne.com",,1
"08/01/2025 10:12:33","Commune",38335,213803356,"Revel-Tourdan","CC Entre Bièvre et Rhône",3,"OUI",1066,"50 MONTÉE DU CHÂTEAU",38270,"REVEL-TOURDAN","04 74 84 57 05","mairie.revel-tourdan@entre-bievreetrhone.fr",,1
"18/12/2024 16:03:13","Commune",38336,213803364,"Reventin-Vaugris","CA Vienne Condrieu",3,"OUI",2063,"85 RUE DE LA MAIRIE",38121,"REVENTIN-VAUGRIS","04 74 58 80 17","secretariat@mairiereventinvaugris.fr",,1
"08/01/2025 10:12:30","Commune",38337,213803372,"Rives","CA du Pays Voironnais",5,"OUI",6701,"PLACE DE LA LIBÉRATION - BP 106",38140,"RIVES","04 76 91 46 44","accueil@ville-de-rives.fr",,1
"08/01/2025 10:12:31","Commune",38338,213803380,"Rivière (La)","CC Saint-Marcellin Vercors Isère Communauté",6,"OUI",746,"327 RUE DU BARON",38210,"LA RIVIÈRE","04 76 93 61 52","mairie@lariviere38.fr",,1
"08/01/2025 10:12:32","Commune",38339,213803398,"Roche","CC COLL'in Communauté",2,"OUI",2194,"75 RUE GERARD VERNAY",38090,"ROCHE","04 74 92 72 90","accueil@roche38.fr",,1
"18/12/2024 16:03:13","Commune",38340,213803406,"Roches-de-Condrieu (Les)","CC Entre Bièvre et Rhône",3,"OUI",2039,"RUE JEAN JAURÈS - BP 6",38370,"LES ROCHES-DE-CONDRIEU","04 74 56 56 00","mairie@lesrochesdecondrieu.com",,1
"08/01/2025 10:12:31","Commune",38341,213803414,"Rochetoirin","CC Les Vals du Dauphiné",2,"OUI",1136,"18 ROUTE DU VILLAGE",38110,"ROCHETOIRIN","04 74 97 15 04","mairie@rochetoirin.fr",,1
"05/06/2024 11:05:37","Commune",38342,213803422,"Roissard","CC du Trièves",7,"OUI",325,"451 RUE DU LAVOIR - LE VILLAGE",38650,"ROISSARD","04 76 34 04 20","contact@mairiederoissard.fr",,1
"18/12/2024 16:03:11","Commune",38343,213803430,"Romagnieu","CC Les Vals du Dauphiné",2,"OUI",1721,"5 PLACE DE LA MAIRIE",38480,"ROMAGNIEU","04 76 37 01 78","mairie@romagnieu.fr",,1
"18/12/2024 16:03:13","Commune",38344,213803448,"Roussillon","CC Entre Bièvre et Rhône",3,"OUI",8707,"4 PLACE DE L'ÉDIT",38150,"ROUSSILLON","04 74 29 01 00","mairie.accueil@ville-roussillon-isere.fr",,1
"18/12/2024 16:03:13","Commune",38345,213803455,"Rovon","CC Saint-Marcellin Vercors Isère Communauté",6,"OUI",633,"216 LE VILLAGE",38470,"ROVON","04 76 64 76 62","mairie@rovon.fr",,1
"08/01/2025 10:12:33","Commune",38346,213803463,"Royas","CC Bièvre Isère",4,"OUI",401,"1 PLACE DES TILLEULS",38440,"ROYAS","04 74 58 54 63","commune.royas@orange.fr",,1
"18/12/2024 16:03:12","Commune",38347,213803471,"Roybon","CC Bièvre Isère",4,"OUI",1137,"53 ROUTE DE MONTFALCON",38940,"ROYBON","04 76 36 21 79","mairie@roybon.fr",,1
"05/06/2024 09:23:00","Commune",38348,213803489,"Ruy-Montceau","CA Porte de l'Isère (C.A.P.I)",2,"OUI",4864,"495 RUE DE LA SALIERE - CS 41234",38300,"RUY-MONTCEAU","04 74 43 57 45","mairie@ruy-montceau.fr",,1
"18/12/2024 16:03:13","Commune",38349,213803497,"Sablons","CC Entre Bièvre et Rhône",3,"OUI",2333,"21 ROUTE DES ALPES",38550,"SABLONS","04 74 84 22 18","sablons.mairie@wanadoo.fr",,1
"08/01/2025 10:12:32","Commune",38359,200054526,"Saint Antoine l'Abbaye","CC Saint-Marcellin Vercors Isère Communauté",6,"OUI",1251,"62 PLACE FERDINAND GILIBERT",38160,"SAINT-ANTOINE-L'ABBAYE","04 76 36 42 08","secretariat@stantoinelabbaye.fr",,1
"18/12/2024 16:03:10","Commune",38351,213803513,"Saint-Agnin-sur-Bion","CC Bièvre Isère",4,"OUI",1162,"379 RUE DU BOURG",38300,"SAINT-AGNIN SUR BION","04 74 93 46 51","mairie.st.agninsurbion@wanadoo.fr",,1
"05/06/2024 09:23:00","Commune",38352,213803521,"Saint-Alban-de-Roche","CA Porte de l'Isère (C.A.P.I)",2,"OUI",2173,"55 PLACE DU VILLAGE",38080,"SAINT-ALBAN-DE-ROCHE","04 74 28 78 10","mairie@saintalbanderoche.fr",,1
"18/12/2024 16:03:13","Commune",38353,213803539,"Saint-Alban-du-Rhône","CC Entre Bièvre et Rhône",3,"OUI",930,"1 PLACE DU VILLAGE",38370,"SAINT-ALBAN-DU-RHÔNE","04 74 87 00 41","commune.saintalban.du.rhone@orange.fr",,1
"08/01/2025 10:12:32","Commune",38354,213803547,"Saint-Albin-de-Vaulserre","CC Les Vals du Dauphiné",2,"OUI",423,"332 ROUTE DE LA MAIRIE",38480,"SAINT-ALBIN-DE-VAULSERRE","04 76 32 82 28","mairie.stalbin@orange.fr",,1
"18/12/2024 16:03:09","Commune",38355,213803554,"Saint-Andéol","CC du Trièves",7,"OUI",124,"7 PLACE DE L'ÉGLISE",38650,"SAINT-ANDÉOL","04 76 34 08 69","mairiesaintandeol@orange.fr",,1
"08/01/2025 10:12:30","Commune",38356,213803562,"Saint-André-en-Royans","CC Saint-Marcellin Vercors Isère Communauté",6,"OUI",337,"15 ROUTE DE SAINT ROMANS",38680,"SAINT-ANDRÉ-EN-ROYANS","04 76 36 02 50","mairiestandre38@orange.fr",,1
"05/06/2024 10:04:18","Commune",38357,213803570,"Saint-André-le-Gaz","CC Les Vals du Dauphiné",2,"OUI",2882,"20 RUE LAVOISIER",38490,"SAINT-ANDRÉ-LE-GAZ","04 74 88 11 61","mairie@saintandrelegaz.fr",,1
"08/01/2025 10:12:32","Commune",38360,213803604,"Saint-Appolinard","CC Saint-Marcellin Vercors Isère Communauté",6,"OUI",419,"10 PLACE DU VILLAGE",38160,"SAINT-APPOLINARD","04 76 64 10 78","mairie.st.appolinard@orange.fr",,1
"18/12/2024 16:03:09","Commune",38361,213803612,"Saint-Arey","CC de la Matheysine",7,"OUI",77,"625 ROUTE DE LA MAIRIE - LE VILLAGE",38350,"SAINT-AREY","04 76 81 10 69","mairie-saintarey@wanadoo.fr",,1
"18/12/2024 16:03:11","Commune",38362,213803620,"Saint-Aupre","CA du Pays Voironnais",5,"OUI",1235,"72 ROUTE DU CHAMPTORAZ",38960,"SAINT-AUPRE","04 76 06 01 06","accueil@st-aupre.fr",,1
"08/01/2025 10:12:32","Commune",38363,213803638,"Saint-Barthélemy","CC Entre Bièvre et Rhône",3,"OUI",978,"213 ROUTE DE BEAUREPAIRE",38270,"SAINT-BARTHÉLÉMY","04 74 84 63 25","mairie.saintbarth@entre-bievreetrhone.fr",,1
"05/06/2024 09:23:00","Commune",38365,213803653,"Saint-Baudille-de-la-Tour","CC Les Balcons du Dauphiné",1,"OUI",853,"1 PLACE DU SOUVENIR",38118,"SAINT-BAUDILLE-DE-LA-TOUR","04 74 83 86 29","contact@saintbaudilledelatour.fr",,1
"05/06/2024 11:05:37","Commune",38366,213803661,"Saint-Baudille-et-Pipet","CC du Trièves",7,"OUI",267,"1150 ROUTE DE SAINT-PANCRASSE - LE VILLAGE",38710,"SAINT-BAUDILLE-ET-PIPET","04 76 34 64 97","mairiestbaudilleet-pipet@wanadoo.fr",,1
"18/12/2024 16:03:11","Commune",38368,213803687,"Saint-Blaise-du-Buis","CA du Pays Voironnais",5,"OUI",1099,"305 RUE DE LA MAIRIE",38140,"SAINT-BLAISE-DU-BUIS","04 76 65 65 00","m.stblaise@wanadoo.fr",,1
"08/01/2025 10:12:30","Commune",38370,213803703,"Saint-Bonnet-de-Chavagne","CC Saint-Marcellin Vercors Isère Communauté",6,"OUI",674,"50 RUE DU MARQUIS DE LA PORTE",38160,"SAINT-BONNET-DE-CHAVAGNE","04 76 38 50 68","mairie@saint-bonnet-de-chavagne.fr",,1
"05/06/2024 09:22:58","Commune",38372,213803729,"Saint-Bueil","CA du Pays Voironnais",5,"OUI",717,"555 ROUTE DU BOURG",38620,"SAINT-BUEIL","04 76 07 54 07","mairiedestbueil@orange.fr",,1
"18/12/2024 16:03:11","Commune",38373,213803737,"Saint-Cassien","CA du Pays Voironnais",5,"OUI",1200,"9 ROUTE DE CHARTREUSE",38500,"SAINT-CASSIEN","04 76 05 19 86","mairie@saint-cassien.fr",,1
"18/12/2024 16:03:11","Commune",38374,213803745,"Saint-Chef","CC Les Balcons du Dauphiné",1,"OUI",3890,"1 PLACE DE LA MAIRIE",38890,"SAINT-CHEF","04 74 92 42 48","mairie@saint-chef.fr",,1
"18/12/2024 16:03:09","Commune",38375,213803752,"Saint-Christophe-en-Oisans","CC de l'Oisans",8,"OUI",102,"LA VILLE",38520,"SAINT-CHRISTOPHE-EN-OISANS","04 76 79 53 50","mairie@saint-christophe-en-oisans.fr",,1
"18/12/2024 16:03:11","Commune",38376,213803760,"Saint-Christophe-sur-Guiers","CC Coeur de Chartreuse",5,"OUI",844,"8 PLACE DE LA MAIRIE",38380,"SAINT-CHRISTOPHE-SUR-GUIERS","04 76 66 00 42","mairiest-christopheguiers@wanadoo.fr",,1
"18/12/2024 16:03:11","Commune",38377,213803778,"Saint-Clair-de-la-Tour","CC Les Vals du Dauphiné",2,"OUI",3483,"2 PLACE DE LA MAIRIE",38110,"SAINT-CLAIR-DE-LA-TOUR","04 74 97 14 53","mairie@stclairdelatour.com",,1
"08/01/2025 10:12:32","Commune",38378,213803786,"Saint-Clair-du-Rhône","CC Entre Bièvre et Rhône",3,"OUI",3775,"PLACE CHARLES DE GAULLE",38370,"SAINT-CLAIR-DU-RHÔNE","04 74 56 46 15","contact@mairie-stclairdurhone.com",,1
"05/06/2024 09:23:01","Commune",38379,213803794,"Saint-Clair-sur-Galaure","CC Bièvre Isère",4,"OUI",269,"96 ROUTE DE LA VALLÉE",38940,"SAINT-CLAIR-SUR-GALAURE","04 76 36 21 09","mairie.saint.clair.sur.galaure@wanadoo.fr",,1
"18/12/2024 16:03:14","Commune",38380,213803802,"Saint-Didier-de-Bizonnes","CC de Bièvre Est",4,"OUI",323,"44 RUE DE LA MAIRIE",38690,"SAINT-DIDIER-DE-BIZONNES","04 74 92 21 00","mairie.st.didier.bizonnes@wanadoo.fr",,1
"21/03/2024 12:45:13","Commune",38381,213803810,"Saint-Didier-de-la-Tour","CC Les Vals du Dauphiné",2,"OUI",2173,"6 ALLEE DES PLATANES",38110,"SAINT-DIDIER-DE-LA-TOUR","04 74 97 20 31","secretariat@saintdidierdelatour.fr",,1
"08/01/2025 10:12:33","Commune",38383,213803836,"Saint-Étienne-de-Crossey","CA du Pays Voironnais",5,"OUI",2679,"134 RUE DE LA MAIRIE",38960,"SAINT-ÉTIENNE-DE-CROSSEY","04 76 06 00 11","accueil@crossey.org",,1
"05/06/2024 09:23:01","Commune",38384,213803844,"Saint-Étienne-de-Saint-Geoirs","CC Bièvre Isère",4,"OUI",3340,"PLACE ALEXANDRE GAGNEUX",38590,"SAINT-ÉTIENNE-DE-SAINT-GEOIRS","04 76 65 40 35","courrier.mairie@ville-sesg.fr",,1
"18/12/2024 16:03:11","Commune",38386,213803869,"Saint-Geoire-en-Valdaine","CA du Pays Voironnais",5,"OUI",2425,"541 ROUTE DU BOURG",38620,"SAINT-GEOIRE-EN-VALDAINE","04 76 07 51 07","mairie@saintgeoireenvaldaine.fr",,1
"18/12/2024 16:03:14","Commune",38387,213803877,"Saint-Geoirs","CC Bièvre Isère",4,"OUI",507,"10 PLACE ST GEORGES",38590,"SAINT-GEOIRS","04 76 65 47 63","secretariat@mairiestgeoirs.fr",,1
"18/12/2024 16:03:12","Commune",38389,213803893,"Saint-Georges-d'Espéranche","CC COLL'in Communauté",2,"OUI",3553,"PLACE DE L'HÔTEL DE VILLE - BP 5",38790,"SAINT-GEORGES-D'ESPÉRANCHE","04 74 59 01 22","mairie@saintgeorgesdesperanche.fr",,1
"18/12/2024 16:03:14","Commune",38390,213803901,"Saint-Gervais","CC Saint-Marcellin Vercors Isère Communauté",6,"OUI",539,"11 PLACE DU VILLAGE",38470,"SAINT-GERVAIS","04 76 64 77 06","mairie.st-gervais@orange.fr",,1
"10/10/2024 14:49:26","Commune",38391,213803919,"Saint-Guillaume","CC du Trièves",7,"OUI",246,"94 CHEMIN DE LA FORGE",38650,"SAINT-GUILLAUME","04 76 34 00 73","mairie@saintguillaume.fr",,1
"05/06/2024 09:23:00","Commune",38392,213803927,"Saint-Hilaire-de-Brens","CC Les Balcons du Dauphiné",1,"OUI",618,"90 RUE DE LA MAIRIE",38460,"SAINT-HILAIRE-DE-BRENS","04 74 92 81 04","mairie@sainthilairedebrens.com",,1
"08/01/2025 10:12:33","Commune",38393,213803935,"Saint-Hilaire-de-la-Côte","CC Bièvre Isère",4,"OUI",1628,"1190 ROUTE DES ALPES",38260,"SAINT-HILAIRE-DE-LA-CÔTE","04 74 54 63 80","mairieshc@orange.fr",,1
"08/01/2025 10:12:31","Commune",38394,213803943,"Saint-Hilaire-du-Rosier","CC Saint-Marcellin Vercors Isère Communauté",6,"OUI",1897,"10 PLACE DU SOUVENIR FRANÇAIS",38840,"SAINT-HILAIRE-DU-ROSIER","04 76 64 50 09","sthilairedurosier.mairie@wanadoo.fr",,1
"18/12/2024 16:03:09","Commune",38396,213803968,"Saint-Honoré","CC de la Matheysine",7,"OUI",834,"FUGIERES - 6 RUE DES DOUVES",38350,"SAINT-HONORÉ","04 76 81 08 36","mairie.saint.honore@Wanadoo.fr",,1
"05/06/2024 09:30:58","Commune",38397,213803976,"Saint-Ismier","CC Le Grésivaudan",9,"OUI",7365,"LE CLOS FAURE",38330,"SAINT-ISMIER","04 76 52 52 25","secretariat-elus@saint-ismier.fr",,1
"18/12/2024 16:03:11","Commune",38398,213803984,"Saint-Jean-d'Avelanne","CC Les Vals du Dauphiné",2,"OUI",997,"ROUTE DE VELANNE",38480,"SAINT-JEAN-D'AVELANNE","04 76 37 20 77","mairie-secretariat@saintjeandavelanne.fr",,1
"08/01/2025 10:12:31","Commune",38403,213804032,"Saint-Jean-d'Hérans","CC du Trièves",7,"OUI",305,"1 PLACE DE LA MAIRIE - LE VILLAGE",38710,"SAINT-JEAN-D'HÉRANS","04 76 34 98 35","st.jean.dherans@orange.fr",,1
"18/12/2024 16:03:10","Commune",38399,213803992,"Saint-Jean-de-Bournay","CC Bièvre Isère",4,"OUI",4794,"MONTÉE DE L'HÔTEL DE VILLE",38440,"SAINT-JEAN-DE-BOURNAY","04 74 58 70 40","mairie@saintjeandebournay.fr",,1
"08/01/2025 10:12:32","Commune",38400,213804008,"Saint-Jean-de-Moirans","CA du Pays Voironnais",5,"OUI",3654,"2 PLACE DU CHAMPS DE MARS",38430,"SAINT-JEAN-DE-MOIRANS","'0 47 63 53 25","mairie@stjeandemoirans.fr",,1
"08/01/2025 10:12:31","Commune",38401,213804016,"Saint-Jean-de-Soudain","CC Les Vals du Dauphiné",2,"OUI",1695,"1 PLACE DES ANCIENS COMBATTANTS",38110,"SAINT-JEAN-DE-SOUDAIN","04 74 97 11 57","accueil@saintjeandesoudain.fr",,1
"08/01/2025 10:12:31","Commune",38402,213804024,"Saint-Jean-de-Vaulx","CC de la Matheysine",7,"OUI",549,"40 RUE DE LA MAIRIE",38220,"SAINT-JEAN-DE-VAULX","04 76 73 11 97","mairie.stjeandevaulx@orange.fr",,1
"18/12/2024 16:03:12","Commune",38404,213804040,"Saint-Jean-le-Vieux","CC Le Grésivaudan",9,"OUI",293,"800 ROUTE DE LA MAIRIE",38420,"SAINT JEAN LE VIEUX","04 76 77 11 35","mairie@saintjeanlevieux.fr",,1
"08/01/2025 10:12:32","Commune",38405,213804057,"Saint-Joseph-de-Rivière","CC Coeur de Chartreuse",5,"OUI",1275,"2 PLACE DE LA MAIRIE",38134,"SAINT-JOSEPH-DE-RIVIÈRE","04 76 55 21 69","accueil.mairiestjo@orange.fr",,1
"18/12/2024 16:03:10","Commune",38406,213804065,"Saint-Julien-de-l'Herms","CC Entre Bièvre et Rhône",3,"OUI",162,"1 PLACE DE LA MAIRIE",38122,"SAINT-JULIEN-DE-L'HERMS","04 74 59 24 21","mairie.saint-julien@entre-bievreetrhone.fr",,1
"18/12/2024 16:03:12","Commune",38408,213804081,"Saint-Just-Chaleyssin","CC COLL'in Communauté",2,"OUI",2738,"220 PLACE FERNAND REY",38540,"SAINT-JUST-CHALEYSSIN","04 78 96 10 06","mcp.contact@stjustchaleyssin.com",,1
"08/01/2025 10:12:33","Commune",38409,213804099,"Saint-Just-de-Claix","CC Saint-Marcellin Vercors Isère Communauté",6,"OUI",1403,"22 PLACE DE L'ÉGLISE",38680,"SAINT-JUST-DE-CLAIX","04 75 48 43 67","mairie@saint-just-de-claix.fr",,1
"08/01/2025 10:12:30","Commune",38410,213804107,"Saint-Lattier","CC Saint-Marcellin Vercors Isère Communauté",6,"OUI",1466,"5 PLACE DU SOUVENIR FRANÇAIS",38840,"SAINT-LATTIER","04 76 64 52 08","mairie.st.lattier@orange.fr",,1
"18/12/2024 16:03:11","Commune",38412,213804123,"Saint-Laurent-du-Pont","CC Coeur de Chartreuse",5,"OUI",4591,"1 RUE PASTEUR - BP 12",38380,"SAINT-LAURENT-DU-PONT","04 76 06 20 00","accueil@saintlaurentdupont.fr",,1
"08/01/2025 10:12:30","Commune",38413,213804131,"Saint-Laurent-en-Beaumont","CC de la Matheysine",7,"OUI",433,"1230 ROUTE DU SOULIER",38350,"SAINT-LAURENT-EN-BEAUMONT","04 76 30 43 65","mairie.st-laurent-beaumont@orange.fr",,1
"08/01/2025 10:12:32","Commune",38415,213804156,"Saint-Marcel-Bel-Accueil","CC Les Balcons du Dauphiné",1,"OUI",1495,"69 MONTÉE PERRIÈRES",38080,"SAINT-MARCEL-BEL-ACCUEIL","04 74 27 24 08","mairie@saintmarcelbelaccueil.fr",,1
"05/06/2024 09:30:58","Commune",38422,213804222,"Saint-Martin-d'Uriage","CC Le Grésivaudan",9,"OUI",5661,"2 PLACE DE LA MAIRIE",38410,"SAINT-MARTIN-D'URIAGE","04 76 59 77 10","secretariat.technique@mairie-smu.fr",,1
"05/06/2024 11:05:38","Commune",38419,213804198,"Saint-Martin-de-Clelles","CC du Trièves",7,"OUI",187,"1 ROUTE DU VAL D'ORBANNE",38930,"SAINT-MARTIN-DE-CLELLES","04 76 34 43 86","st-martin-clelles2@orange.fr",,1
"30/07/2024 13:38:51","Commune",38115,213801152,"Saint-Martin-de-la-Cluze","CC du Trièves",7,"OUI",767,"PLACE ÉMILE GILIOLI",38650,"SAINT-MARTIN-DE-LA-CLUZE","04 76 72 52 91","mairie@saintmartindelacluze.fr",,1
"18/12/2024 16:03:11","Commune",38420,213804206,"Saint-Martin-de-Vaulserre","CC Les Vals du Dauphiné",2,"OUI",249,"125 ROUTE DE LA CHARRIÈRE",38480,"SAINT-MARTIN-DE-VAULSERRE","04 76 37 34 87","mairie.stmartin@wanadoo.fr",,1
